短地: duǎn de
嘀地: dí de
蹬地: dēng de
突地: tū de
忽地: hū de
霍地: huò de
蓦地: mò de
倏地: shū de
墩地: dūn de
般地: bān de
嗖地: sōu de
尹地: yǐn de
咻地: xiū de
羞地: xiū de
腾地: téng de
傻地: shǎ de
气地: qì de
怯地: qiè de
全地: quán de
求地: qiú de
取地: qǔ de
轻地: qīng de
起地: qǐ de
球地: qiú de
强地: qiáng de
愀地: qiǎo de
确地: què de
猛地: měng de
河地: hé de
哼地: hēng de
辛勤地工作: xīn qín de gōng zuò
系统地阐述: xì tǒng de chǎn shù
笑嘻嘻地说: xiào xī xī de shuō
小心翼翼地: xiǎo xīn yì yì de
斜向一边地: xié xiàng yī biān de
详细地说明: xiáng xì de shuō míng
详细地检查: xiáng xì de jiǎn chá
幸运地拥有: xìng yùn de yōng yǒu
小河般地流: xiǎo hé bān de liú
徐缓地移动: xú huǎn de yí dòng
显而易见地: xiǎn ér yì jiàn de
心不在焉地: xīn bù zài yān de
顽固地坚持: wán gù de jiān chí
无可非议地: wú kě fēi yì de
完满地结束: wán mǎn de jié shù
完满地解决: wán mǎn de jiě jué
委屈地哭了: wěi qū de kū le
顽强地奋斗: wán qiáng de fèn dòu
顽强地拚搏: wán qiáng de pàn bó
无所事事地: wú suǒ shì shì de
无说服力地: wú shuō fú lì de
武断地提出: wǔ duàn de tí chū
委任统治地: wěi rèn tǒng zhì de
无力地靠在: wú lì de kào zài
无能为力地: wú néng wéi lì de
同时发生地: tóng shí fā shēng de
特殊气候地: tè shū qì hòu de
吞吞地前进: tūn tūn de qián jìn
突飞猛进地: tū fēi měng jìn de
痛苦地呻吟: tòng kǔ de shēn yín
神情激动地: shén qíng jī dòng de
深情地呼唤: shēn qíng de hū huàn
深切地怀念: shēn qiè de huái niàn
舒适地坐定: shū shì de zuò deng
深信不疑地: shēn xìn bù yí de
使劲地鼓掌: shǐ jìn de gǔ zhǎng
深刻地指出: shēn kè de zhǐ chū
深刻地解剖: shēn kè de jiě pōu
世代相传地: shì dài xiāng chuán de
生动活泼地: shēng dòng huó pō de
少量地分配: shǎo liàng de fēn pèi
熟练地进入: shú liàn de jìn rù
熟练地使用: shú liàn de shǐ yòng
却不好好地: què bù hǎo hǎo de
清楚地看到: qīng chǔ de kàn dào
气喘吁吁地: qì chuǎn xū xū de
确定无疑地: què deng wú yí de
前后来回地: qián hòu lái huí de
前后直排地: qián hòu zhí pái de
轻蔑地一笑: qīng miè de yī xiào
轻蔑地拒绝: qīng miè de jù jué
全面地认识: quán miàn de rèn shí
亲密地合作: qīn mì de hé zuò
悄悄地开门: qiāo qiāo de kāi mén
亲切地交谈: qīn qiè de jiāo tán
全神贯注地: quán shén guàn zhù de
全心全意地: quán xīn quán yì de
嘁喳喳地叫: qī zhā zhā de jiào
没好气地说: méi hǎo qì de shuō
冒冒失失地: mào mào shī shī de
慢慢地煮沸: màn màn de zhǔ fèi
默默地承受: mò mò de chéng shòu
勉强地笑道: miǎn qiǎng de xiào dào
明确地叙述: míng què de xù shù
密切地联系: mì qiè de lián xì
没完没了地: méi wán méi liǎo de
没有神采地: méi yǒu shén cǎi de
科学地概括: kē xué de gài kuò
可以接受地: kě yǐ jiē shòu de
忙碌地来回: máng lù de lái huí
朦胧地出现: méng lóng de chū xiàn
漫不经心地: màn bù jīng xīn de
快快乐乐地: kuài kuài lè lè de
居心叵测地: jū xīn pǒ cè de
经验主义地: jīng yàn zhǔ yì de
紧张不安地: jǐn zhāng bù ān de
紧张地工作: jǐn zhāng de gōng zuò
紧密地合作: jǐn mì de hé zuò
静脉注射地: jìng mài zhù shè de
紧密地结合: jǐn mì de jié hé
惊奇地发现: jīng qí de fā xiàn
精确地找到: jīng què de zhǎo dào
坚实可靠地: jiān shí kě kào de
急速地跳动: jí sù de tiào dòng
艰苦地劳动: jiān kǔ de láo dòng
几乎正确地: jī hū zhèng què de
紧紧地抱住: jǐn jǐn de bào zhù
局促不安地: jú cù bù ān de
惊人显着地: jīng rén xiǎn zhe de
精力旺盛地: jīng lì wàng shèng de
惊人地相似: jīng rén de xiāng sì
过早地死去: guò zǎo de sǐ qù
孤注一掷地: gū zhù yí zhì de
高声地说话: gāo shēng de shuō huà
光明正大地: guāng míng zhèng dà de
更确切地说: gèng què qiè de shuō
乖乖地回去: guāi guāi de huí qù
高高兴兴地: gāo gāo xìng xīng de
更精确地说: gèng jīng què de shuō
更好地活着: gèng hǎo de huó zhe
更好地发展: gèng hǎo de fā zhǎn
光辉灿烂地: guāng huī càn làn de
更好地代表: gèng hǎo de dài biǎo
更好地促进: gèng hǎo de cù jìn
更好地推动: gèng hǎo de tuī dòng
过多地供应: guò duō de gōng yìng
光彩夺目地: guāng cǎi duó mù de
故弄玄虚地: gù nòng xuán xū de
概略地叙述: gài lüè de xù shù
欢天喜地地: huān tiān xǐ de de
毫无痛苦地: háo wú tòng kǔ de
毫无疑问地: háo wú yí wèn de
反响强烈地: fǎn xiǎng qiáng liè de
会心地一笑: huì xīn de yī xiào
会心地笑了: huì xīn de xiào le
缓慢地行进: huǎn màn de xíng jìn
合情合理地: hé qíng hé lǐ de
狠狠地骂道: hěn hěn de mà dào
很好地生活: hěn hǎo de shēng huó
含糊地发音: hán hú de fā yīn
厚厚地涂抹: hòu hòu de tú mǒ
飞快地跑开: fēi kuài de pǎo kāi
很快地出现: hěn kuài de chū xiàn
飞快地奔驰: fēi kuài de bēn chí
非常非常地: fēi cháng fēi cháng de
非常热情地: fēi cháng rè qíng de
非常迅速地: fēi cháng xùn sù de
非常严重地: fēi cháng yán zhòng de
毫不容情地: háo bù róng qíng de
断续地干咳: duàn xù de gān hāi
大声地要求: dà shēng de yāo qiú
狼吞虎咽地吃: láng tūn hǔ yàn de chī
懒洋洋地倚靠: lǎn yáng yáng de yǐ kào
不得随地吐痰: bù dé suí de tǔ tán
不断地做某事: bù duàn de zuò mǒu shì
不友好地对待: bù yǒu hǎo de duì dài
不怨天不怨地: bù yuàn tiān bù yuàn de
被永久地接受: bèi yǒng jiǔ de jiē shòu
不真诚地恋爱: bù zhēn chéng de liàn ài
彻底地想一想: chè dǐ de xiǎng yī xiǎng
成功地做某事: chéng gōng de zuò mǒu shì
成群结队地走: chéng qún jié duì de zǒu
东倒西歪地走: dōng dǎo xī wāi de zǒu
大幅度地超过: dà fú dù de chāo guò
也是我本能地: yě shì wǒ běn néng de
有条件地投降: yǒu tiáo jiàn de tóu xiáng
一厢情愿地想: yì xiāng qíng yuàn de xiǎng
一夜又一夜地: yī yè yòu yī yè de
以压倒之势地: yǐ yā dǎo zhī shì de
源源不断地流: yuán yuán bù duàn de liú
仔细地想一想: zǐ xì de xiǎng yī xiǎng
不断地去尝试: bù duàn de qù cháng shì
不断地去淬炼: bù duàn de qù cuì liàn
不断地去淬取: bù duàn de qù cuì qǔ
不会又悄悄地: bú huì yòu qiāo qiāo de
不停地换花样: bù tíng de huàn huā yàng
不自觉地出现: bù zì jué de chū xiàn
都是直直地下: dōu shì zhí zhí de xià
狠狠地扁一顿: hěn hěn de biǎn yī dùn
极力地克制着: jí lì de kè zhì zhe
静静地看着你: jìng jìng de kàn zhe nǐ
靠自己不断地: kào zì jǐ bù duàn de
慢慢地渗透到: màn màn de shèn tòu dào
悄悄地瞥几眼: qiāo qiāo de piē jǐ yǎn
清晰地昭示着: qīng xī de zhāo shì zhe
深深地埋藏在: shēn shēn de mái cáng zài
挖空心思地去: wā kōng xīn sī de qù
我一直不停地: wǒ yì zhí bù tíng de
一朵一朵地采: yī duǒ yī duǒ de cǎi
一朵一朵地摘: yī duǒ yī duǒ de zhāi
用眼睛偷偷地: yòng yǎn jīng tōu tōu de
雨是斜斜地下: yǔ shì xié xié de xià
心满意足地看: xīn mǎn yì zú de kàn
仔细地看一下: zǐ xì de kàn yī xià
不正当地使用: bù zhèng dāng de shǐ yòng
不停地叫喊着: bù tíng de jiào hǎn zhe
为了能方便地: wèi le néng fāng biàn de
尽可能地消除: jìn kě néng de xiāo chú
能清楚地看到: néng qīng chǔ de kàn dào
隐隐地感觉到: yǐn yǐn de gǎn jué dào
尽可能地优化: jìn kě néng de yōu huà
没日没夜地干: méi rì méi yè de gàn
尽可能地照顾: jìn kě néng de zhào gù
很清楚地知道: hěn qīng chǔ de zhī dào
还不能很好地: hái bù néng hěn hǎo de
可以明确地说: kě yǐ míng què de shuō
成功地为自己: chéng gōng de wèi zì jǐ
也一步一步地: yě yí bù yí bù de
一点点地做好: yì diǎn diǎn de zuò hǎo
我不再积极地: wǒ bù zài jī jí de
眼睁睁地看着: yǎn zhēng zhēng de kàn zhe
尽可能地减少: jìn kě néng de jiǎn shǎo
渐渐地习惯了: jiàn jiàn de xí guàn le
慢慢地就学会: màn màn de jiù xué huì
实事求是地讲: shí shì qiú shì de jiǎng
能很好地完成: néng hěn hǎo de wán chéng
毫不客气地说: háo bú kè qì de shuō
能很好地解决: néng hěn hǎo de jiě jué
弱弱地问一句: ruò ruò de wèn yī jù
不定期地检查: bù deng qī de jiǎn chá
并更好地实现: bìng gèng hǎo de shí xiàn
狠狠地打击了: hěn hěn de dǎ jī le
都没有很好地: dōu méi yǒu hěn hǎo de
很清楚地听到: hěn qīng chǔ de tīng dào
将会尽可能地: jiāng huì jìn kě néng de
明白地告诉你: míng bái de gào sù nǐ
清楚地感觉到: qīng chǔ de gǎn jué dào
针对性地解决: zhēn duì xìng de jiě jué
小心翼翼地问: xiǎo xīn yì yì de wèn
也可以很好地: yě kě yǐ hěn hǎo de
能不能偷偷地: néng bù néng tōu tōu de
有选择地添加: yǒu xuǎn zé de tiān jiā
客观地反映出: kè guān de fǎn yìng chū
泛泛地看一遍: fàn fàn de kàn yī biàn
可以肯定地说: kě yǐ kěn deng de shuō
我需要好好地: wǒ xū yào hǎo hǎo de
我非常地抱歉: wǒ fēi cháng de bào qiàn
我们将逐步地: wǒ men jiāng zhú bù de
悠闲地抽着烟: yōu xián de chōu zhe yān
一个劲地抱怨: yí gè jìn de bào yuàn
一次又一次地: yī cì yòu yī cì de
严重地伤害了: yán zhòng de shāng hài le
只能眼睁睁地: zhǐ néng yǎn zhēng zhēng de
白白地浪费了: bái bái de làng fèi le
更多地是为了: gèng duō de shì wèi le
极大地提高了: jí dà de tí gāo le
更轻松地访问: gèng qīng sōng de fǎng wèn
尽可能地搜集: jìn kě néng de sōu jí
可以很方便地: kě yǐ hěn fāng biàn de
猛地抬起了头: měng de tái qǐ le tóu
永远地失去了: yǒng yuǎn de shī qù le
可以很负责地: kě yǐ hěn fù zé de
苦苦地等待着: kǔ kǔ de děng dài zhe
可以很清楚地: kě yǐ hěn qīng chǔ de
慢慢地出现在: màn màn de chū xiàn zài
猛地站了起来: měng de zhàn le qǐ lái
慢慢地恢复了: màn màn de huī fù le
慢慢地变成了: màn màn de biàn chéng le
清楚地认识到: qīng chǔ de rèn shí dào
因为我不停地: yīn wèi wǒ bù tíng de
正确地打出来: zhèng què de dǎ chū lái
紧紧地跟随着: jǐn jǐn de gēn suí zhe
极大地丰富了: jí dà de fēng fù le
永远地在一起: yǒng yuǎn de zài yì qǐ
冷冷地回答道: lěng lěng de huí dá dào
等地部分地区: děng de bù fèn de qū
你还是这样地: nǐ hái shì zhè yàng de
并不是简单地: bìng bú shì jiǎn dān de
彻底地征服了: chè dǐ de zhēng fú le
成功地解决了: chéng gōng de jiě jué le
灰溜溜地跑了: huī liū liū de pǎo le
毫不夸张地说: háo bù kuā zhāng de shuō
好奇地问一句: hào qí de wèn yī jù
能不能简单地: néng bù néng jiǎn dān de
你最好乖乖地: nǐ zuì hǎo guāi guāi de
不定期地出现: bù deng qī de chū xiàn
强烈地感觉到: qiáng liè de gǎn jué dào
就可以很好地: jiù kě yǐ hěn hǎo de
很好地说明了: hěn hǎo de shuō míng le
好好地谈一谈: hǎo hǎo de tán yī tán
好好地睡一觉: hǎo hǎo de shuì yī jiào
静静地在一旁: jìng jìng de zài yī páng
慢慢地讲述着: màn màn de jiǎng shù zhe
慢慢地认识了: màn màn de rèn shí le
轻轻地在上面: qīng qīng de zài shàng miàn
自觉地配合着: zì jué de pèi hé zhe
在不断地影响: zài bù duàn de yǐng xiǎng
努力地活下去: nǔ lì de huó xià qù
能更好地实现: néng gèng hǎo de shí xiàn
但是却不时地: dàn shì què bù shí de
面对面地坐在: miàn duì miàn de zuò zài
所以才不停地: suǒ yǐ cái bù tíng de
仔细地观察着: zǐ xì de guān chá zhe
坚定不移地走: jiān deng bù yí de zǒu
语重心长地说: yǔ zhòng xīn cháng de shuō
一直在苦苦地: yì zhí zài kǔ kǔ de
这个要狠狠地: zhè gè yào hěn hěn de
大大地拖累了: dà dà de tuō lěi le
建议有选择地: jiàn yì yǒu xuǎn zé de
还是能很好地: hái shì néng hěn hǎo de
非常地不喜欢: fēi cháng de bù xǐ huān
静静地等待着: jìng jìng de děng dài zhe
静静地思索着: jìng jìng de sī suǒ zhe
有条件地参与: yǒu tiáo jiàn de cān yù
不要有意识地: bú yào yǒu yì shí de
没好气地回答: méi hǎo qì de huí dá
能更好地发挥: néng gèng hǎo de fā huī
懒洋洋地坐在: lǎn yáng yáng de zuò zài
乖乖地走开了: guāi guāi de zǒu kāi le
我迷迷糊糊地: wǒ mí mí hū hū de
也没有很好地: yě méi yǒu hěn hǎo de
会不知不觉地: huì bù zhī bù jué de
恶狠狠地看着: è hěn hěn de kàn zhe
艰难地转过头: jiān nán de zhuǎn guò tóu
开心地离开了: kāi xīn de lí kāi le
深深地感染了: shēn shēn de gǎn rǎn le
我现在慢慢地: wǒ xiàn zài màn màn de
可以有选择地: kě yǐ yǒu xuǎn zé de
杂乱地堆放着: zá luàn de duī fàng zhe
仔细地研究过: zǐ xì de yán jiū guò
只能眼巴巴地: zhǐ néng yǎn bā bā de
想当然地认为: xiǎng dāng rán de rèn wéi
不要想当然地: bú yào xiǎng dāng rán de
不是能更好地: bú shì néng gèng hǎo de
悄悄地调整了: qiāo qiāo de tiáo zhěng le
不会眼睁睁地: bú huì yǎn zhēng zhēng de
很好地解释了: hěn hǎo de jiě shì le
早早地解决了: zǎo zǎo de jiě jué le
如果能不断地: rú guǒ néng bù duàn de
更彻底地分开: gèng chè dǐ de fēn kāi
悄悄地问一句: qiāo qiāo de wèn yī jù
认真地活下去: rèn zhēn de huó xià qù
还没有很好地: hái méi yǒu hěn hǎo de
更好地体现了: gèng hǎo de tǐ xiàn le
静静地体会着: jìng jìng de tǐ huì zhe
明显地感觉到: míng xiǎn de gǎn jué dào
我静静地站着: wǒ jìng jìng de zhàn zhe
我静静地看着: wǒ jìng jìng de kàn zhe
我静静地坐着: wǒ jìng jìng de zuò zhe
会越来越多地: huì yuè lái yuè duō de
给我狠狠地杀: gěi wǒ hěn hěn de shā
狠狠地踩几下: hěn hěn de cǎi jǐ xià
希望能更好地: xī wàng néng gèng hǎo de
笑眯眯地看着: xiào mī mī de kàn zhe
有效地减轻了: yǒu xiào de jiǎn qīng le
一个劲地咳嗽: yí gè jìn de ké sòu
半开玩笑地说: bàn kāi wán xiào de shuō
清醒地认识到: qīng xǐng de rèn shí dào
成功地进行了: chéng gōng de jìn xíng le
很好地解决了: hěn hǎo de jiě jué le
给我狠狠地打: gěi wǒ hěn hěn de dǎ
愤愤不平地说: fèn fèn bù píng de shuō
早早地溜掉了: zǎo zǎo de liū diào le
自言自语地说: zì yán zì yǔ de shuō
最雄辩地证明: zuì xióng biàn de zhèng míng
异口同声地说: yì kǒu tóng shēng de shuō
油麻地避风塘: yóu má de bì fēng táng
圆满地完成了: yuán mǎn de wán chéng le
摇晃地悬挂着: yáo huàng de xuán guà zhe
一个接一个地: yí gè jiē yí gè de
一个劲地鼓掌: yí gè jìn de gǔ zhǎng
下意识地收手: xià yì shí de shōu shǒu
偷偷地到处瞧: tōu tōu de dào chù qiáo
偷偷摸摸地走: tōu tōu mō mō de zǒu
顺时间方向地: shùn shí jiān fāng xiàng de
深深地感受到: shēn shēn de gǎn shòu dào
劈劈啪啪地响: pī pī pā pā de xiǎng
强烈地吸引住: qiáng liè de xī yǐn zhù
亲热地打招呼: qīn rè de dǎ zhāo hū
清楚地意识到: qīng chǔ de yì shí dào
全面地看问题: quán miàn de kàn wèn tí
嘁嘁喳喳地叫: qī qī zhā zhā de jiào
全神贯注地听: quán shén guàn zhù de tīng
没精打采地走: méi jīng dǎ cǎi de zǒu
冒昧地擅自做: mào mèi de shàn zì zuò
慢声慢气地说: màn shēng màn qì de shuō
慢吞吞地前进: màn tūn tūn de qián jìn
科学地总结了: kē xué de zǒng jié le
坚弥地城海旁: jiān mí de chéng hǎi páng
居世界领先地: jū shì jiè lǐng xiān de
艰苦地从事于: jiān kǔ de cóng shì yú
结结巴巴地说: jiē jiē bā bā de shuō
久久地凝视着: jiǔ jiǔ de níng shì zhe
极大地调动了: jí dà de diào dòng le
嘎吱嘎吱地响: gā zhī gā zhī de xiǎng
更紧密地合作: gèng jǐn mì de hé zuò
嘎嚓嘎嚓地响: gā cā gā cā de xiǎng
胡言乱语地说: hú yán luàn yǔ de shuō
大摇大摆地走: dà yáo dà bǎi de zǒu
蹑手蹑脚地走动: niè shǒu niè jiǎo de zǒu dòng
不得随地大小便: bù dé suí de dà xiǎo biàn
不停地提醒自己: bù tíng de tí xǐng zì jǐ
持续稳定地增长: chí xù wěn deng de zēng zhǎng
夜以继日地工作: yè yǐ jì rì de gōng zuò
一字不错地熟记: yī zì bù cuò de shú jì
慢慢地陪着你走: màn màn de péi zhe nǐ zǒu
一视同仁地对待: yī shì tóng rén de duì dài
不断地淬励自己: bù duàn de cuì lì zì jǐ
不断地淬炼话术: bù duàn de cuì liàn huà shù
不断地淬取智慧: bù duàn de cuì qǔ zhì huì
不断地反省自己: bù duàn de fǎn xǐng zì jǐ
不断地做出决定: bù duàn de zuò chū jué deng
才能不断地成长: cái néng bù duàn de chéng zhǎng
长长地舒了口气: cháng cháng de shū le kǒu qì
好想静静地看看: hǎo xiǎng jìng jìng de kàn kàn
